Input Seq 1,2022 NAICS Code,2022 NAICS Title,Related SIC Code,Related SIC Code Description,Change to 2017 Code,2017 NAICS Code,2017 NAICS Code
1260,425120,Wholesale Trade Agents and Brokers ,5012,Automobiles and Other Motor Vehicles,New NAICS Code,425110,Business to Business Electronic Markets 
1261,425120,Wholesale Trade Agents and Brokers ,5013,Motor Vehicle Supplies and New Parts,New NAICS Code,425110,Business to Business Electronic Markets 
1262,425120,Wholesale Trade Agents and Brokers ,5014,Tires and Tubes,New NAICS Code,425110,Business to Business Electronic Markets 
1263,425120,Wholesale Trade Agents and Brokers ,5015,"Motor Vehicle Parts, Used",New NAICS Code,425110,Business to Business Electronic Markets 
1264,425120,Wholesale Trade Agents and Brokers ,5021,Furniture,New NAICS Code,425110,Business to Business Electronic Markets 
1265,425120,Wholesale Trade Agents and Brokers ,5023,Homefurnishings,New NAICS Code,425110,Business to Business Electronic Markets 
1266,425120,Wholesale Trade Agents and Brokers ,5031,"Lumber, Plywood, and Millwork",New NAICS Code,425110,Business to Business Electronic Markets 
1267,425120,Wholesale Trade Agents and Brokers ,5032,"Brick, Stone, and Related Material",New NAICS Code,425110,Business to Business Electronic Markets 
1268,425120,Wholesale Trade Agents and Brokers ,5033,"Roofing, Siding, and Insulation",New NAICS Code,425110,Business to Business Electronic Markets 
1269,425120,Wholesale Trade Agents and Brokers ,5039,"Construction Materials, Nec",New NAICS Code,425110,Business to Business Electronic Markets 
1270,425120,Wholesale Trade Agents and Brokers ,5043,Photographic Equipment and Supplies,New NAICS Code,425110,Business to Business Electronic Markets 
1271,425120,Wholesale Trade Agents and Brokers ,5044,Office Equipment,New NAICS Code,425110,Business to Business Electronic Markets 
1272,425120,Wholesale Trade Agents and Brokers ,5045,"Computers, Peripherals, and Software",New NAICS Code,425110,Business to Business Electronic Markets 
1273,425120,Wholesale Trade Agents and Brokers ,5046,"Commercial Equipment, Nec",New NAICS Code,425110,Business to Business Electronic Markets 
1274,425120,Wholesale Trade Agents and Brokers ,5047,Medical and Hospital Equipment,New NAICS Code,425110,Business to Business Electronic Markets 
1275,425120,Wholesale Trade Agents and Brokers ,5048,Ophthalmic Goods,New NAICS Code,425110,Business to Business Electronic Markets 
1276,425120,Wholesale Trade Agents and Brokers ,5049,"Professional Equipment, Nec",New NAICS Code,425110,Business to Business Electronic Markets 
1277,425120,Wholesale Trade Agents and Brokers ,5051,Metals Service Centers and Offices,New NAICS Code,425110,Business to Business Electronic Markets 
1278,425120,Wholesale Trade Agents and Brokers ,5052,Coal and Other Minerals and Ores,New NAICS Code,425110,Business to Business Electronic Markets 
1279,425120,Wholesale Trade Agents and Brokers ,5063,Electrical Apparatus and Equipment,New NAICS Code,425110,Business to Business Electronic Markets 
1280,425120,Wholesale Trade Agents and Brokers ,5064,"Electrical Appliances, Television and Radio",New NAICS Code,425110,Business to Business Electronic Markets 
1281,425120,Wholesale Trade Agents and Brokers ,5065,"Electronic Parts and Equipment, Nec",New NAICS Code,425110,Business to Business Electronic Markets 
1282,425120,Wholesale Trade Agents and Brokers ,5072,Hardware,New NAICS Code,425110,Business to Business Electronic Markets 
1283,425120,Wholesale Trade Agents and Brokers ,5074,Plumbing and Hydronic Heating Supplies,New NAICS Code,425110,Business to Business Electronic Markets 
1284,425120,Wholesale Trade Agents and Brokers ,5075,Warm Air Heating and Air Conditioning,New NAICS Code,425110,Business to Business Electronic Markets 
1285,425120,Wholesale Trade Agents and Brokers ,5078,Refrigeration Equipment and Supplies,New NAICS Code,425110,Business to Business Electronic Markets 
1286,425120,Wholesale Trade Agents and Brokers ,5082,Construction and Mining Machinery,New NAICS Code,425110,Business to Business Electronic Markets 
1287,425120,Wholesale Trade Agents and Brokers ,5083,Farm and Garden Machinery,New NAICS Code,425110,Business to Business Electronic Markets 
1288,425120,Wholesale Trade Agents and Brokers ,5084,Industrial Machinery and Equipment,New NAICS Code,425110,Business to Business Electronic Markets 
1289,425120,Wholesale Trade Agents and Brokers ,5085,Industrial Supplies,New NAICS Code,425110,Business to Business Electronic Markets 
1290,425120,Wholesale Trade Agents and Brokers ,5087,Service Establishment Equipment,New NAICS Code,425110,Business to Business Electronic Markets 
1291,425120,Wholesale Trade Agents and Brokers ,5088,Transportation Equipment and Supplies,New NAICS Code,425110,Business to Business Electronic Markets 
1292,425120,Wholesale Trade Agents and Brokers ,5091,Sporting and Recreation Goods,New NAICS Code,425110,Business to Business Electronic Markets 
1293,425120,Wholesale Trade Agents and Brokers ,5092,Toys and Hobby Goods and Supplies,New NAICS Code,425110,Business to Business Electronic Markets 
1294,425120,Wholesale Trade Agents and Brokers ,5093,Scrap and Waste Materials,New NAICS Code,425110,Business to Business Electronic Markets 
1295,425120,Wholesale Trade Agents and Brokers ,5094,Jewelry and Precious Stones,New NAICS Code,425110,Business to Business Electronic Markets 
1296,425120,Wholesale Trade Agents and Brokers ,5099,"Durable Goods, Nec",New NAICS Code,425110,Business to Business Electronic Markets 
1297,425120,Wholesale Trade Agents and Brokers ,5111,Printing and Writing Paper,New NAICS Code,425110,Business to Business Electronic Markets 
1298,425120,Wholesale Trade Agents and Brokers ,5112,Stationery and Office Supplies,New NAICS Code,425110,Business to Business Electronic Markets 
1299,425120,Wholesale Trade Agents and Brokers ,5113,Industrial and Personal Service Paper,New NAICS Code,425110,Business to Business Electronic Markets 
1300,425120,Wholesale Trade Agents and Brokers ,5122,"Drugs, Proprietaries, and Sundries",New NAICS Code,425110,Business to Business Electronic Markets 
1301,425120,Wholesale Trade Agents and Brokers ,5131,Piece Goods and Notions,New NAICS Code,425110,Business to Business Electronic Markets 
1302,425120,Wholesale Trade Agents and Brokers ,5136,Men's and Boy's Clothing,New NAICS Code,425110,Business to Business Electronic Markets 
1303,425120,Wholesale Trade Agents and Brokers ,5137,Women's and Children's Clothing,New NAICS Code,425110,Business to Business Electronic Markets 
1304,425120,Wholesale Trade Agents and Brokers ,5139,Footwear,New NAICS Code,425110,Business to Business Electronic Markets 
1305,425120,Wholesale Trade Agents and Brokers ,5141,"Groceries, General Line",New NAICS Code,425110,Business to Business Electronic Markets 
1306,425120,Wholesale Trade Agents and Brokers ,5142,Packaged Frozen Goods,New NAICS Code,425110,Business to Business Electronic Markets 
1307,425120,Wholesale Trade Agents and Brokers ,5143,"Dairy Products, Except Dried or Canned",New NAICS Code,425110,Business to Business Electronic Markets 
1308,425120,Wholesale Trade Agents and Brokers ,5144,Poultry and Poultry Products,New NAICS Code,425110,Business to Business Electronic Markets 
1309,425120,Wholesale Trade Agents and Brokers ,5145,Confectionery,New NAICS Code,425110,Business to Business Electronic Markets 
1310,425120,Wholesale Trade Agents and Brokers ,5146,Fish and Seafoods,New NAICS Code,425110,Business to Business Electronic Markets 
1311,425120,Wholesale Trade Agents and Brokers ,5147,Meats and Meat Products,New NAICS Code,425110,Business to Business Electronic Markets 
1312,425120,Wholesale Trade Agents and Brokers ,5148,Fresh Fruits and Vegetables,New NAICS Code,425110,Business to Business Electronic Markets 
1313,425120,Wholesale Trade Agents and Brokers ,5149,"Groceries and Related Products, Nec",New NAICS Code,425110,Business to Business Electronic Markets 
1314,425120,Wholesale Trade Agents and Brokers ,5153,Grain and Field Beans,New NAICS Code,425110,Business to Business Electronic Markets 
1315,425120,Wholesale Trade Agents and Brokers ,5154,Livestock,New NAICS Code,425110,Business to Business Electronic Markets 
1316,425120,Wholesale Trade Agents and Brokers ,5159,"Farm-product Raw Materials, Nec",New NAICS Code,425110,Business to Business Electronic Markets 
1317,425120,Wholesale Trade Agents and Brokers ,5162,Plastics Materials and Basic Shapes,New NAICS Code,425110,Business to Business Electronic Markets 
1318,425120,Wholesale Trade Agents and Brokers ,5169,"Chemicals and Allied Products, Nec",New NAICS Code,425110,Business to Business Electronic Markets 
1319,425120,Wholesale Trade Agents and Brokers ,5172,"Petroleum Products, Nec",New NAICS Code,425110,Business to Business Electronic Markets 
1320,425120,Wholesale Trade Agents and Brokers ,5181,Beer and Ale,New NAICS Code,425110,Business to Business Electronic Markets 
1321,425120,Wholesale Trade Agents and Brokers ,5182,Wine and Distilled Beverages,New NAICS Code,425110,Business to Business Electronic Markets 
1322,425120,Wholesale Trade Agents and Brokers ,5191,Farm Supplies,New NAICS Code,425110,Business to Business Electronic Markets 
1323,425120,Wholesale Trade Agents and Brokers ,5192,"Books, Periodicals, and Newspapers",New NAICS Code,425110,Business to Business Electronic Markets 
1324,425120,Wholesale Trade Agents and Brokers ,5193,Flowers and Florists Supplies,New NAICS Code,425110,Business to Business Electronic Markets 
1325,425120,Wholesale Trade Agents and Brokers ,5194,Tobacco and Tobacco Products,New NAICS Code,425110,Business to Business Electronic Markets 
1326,425120,Wholesale Trade Agents and Brokers ,5198,"Paints, Varnishes, and Supplies",New NAICS Code,425110,Business to Business Electronic Markets 
1327,425120,Wholesale Trade Agents and Brokers ,5199,"Nondurable Goods, Nec",New NAICS Code,425110,Business to Business Electronic Markets 
1328,425120,Wholesale Trade Agents and Brokers ,5012,Automobiles and Other Motor Vehicles,No Change,425120,Wholesale Trade Agents and Brokers 
1329,425120,Wholesale Trade Agents and Brokers ,5013,Motor Vehicle Supplies and New Parts,No Change,425120,Wholesale Trade Agents and Brokers 
1330,425120,Wholesale Trade Agents and Brokers ,5014,Tires and Tubes,No Change,425120,Wholesale Trade Agents and Brokers 
1331,425120,Wholesale Trade Agents and Brokers ,5015,"Motor Vehicle Parts, Used",No Change,425120,Wholesale Trade Agents and Brokers 
1332,425120,Wholesale Trade Agents and Brokers ,5021,Furniture,No Change,425120,Wholesale Trade Agents and Brokers 
1333,425120,Wholesale Trade Agents and Brokers ,5023,Homefurnishings,No Change,425120,Wholesale Trade Agents and Brokers 
1334,425120,Wholesale Trade Agents and Brokers ,5031,"Lumber, Plywood, and Millwork",No Change,425120,Wholesale Trade Agents and Brokers 
1335,425120,Wholesale Trade Agents and Brokers ,5032,"Brick, Stone, and Related Material",No Change,425120,Wholesale Trade Agents and Brokers 
1336,425120,Wholesale Trade Agents and Brokers ,5033,"Roofing, Siding, and Insulation",No Change,425120,Wholesale Trade Agents and Brokers 
1337,425120,Wholesale Trade Agents and Brokers ,5039,"Construction Materials, Nec",No Change,425120,Wholesale Trade Agents and Brokers 
1338,425120,Wholesale Trade Agents and Brokers ,5043,Photographic Equipment and Supplies,No Change,425120,Wholesale Trade Agents and Brokers 
1339,425120,Wholesale Trade Agents and Brokers ,5044,Office Equipment,No Change,425120,Wholesale Trade Agents and Brokers 
1340,425120,Wholesale Trade Agents and Brokers ,5045,"Computers, Peripherals, and Software",No Change,425120,Wholesale Trade Agents and Brokers 
1341,425120,Wholesale Trade Agents and Brokers ,5046,"Commercial Equipment, Nec",No Change,425120,Wholesale Trade Agents and Brokers 
1342,425120,Wholesale Trade Agents and Brokers ,5047,Medical and Hospital Equipment,No Change,425120,Wholesale Trade Agents and Brokers 
1343,425120,Wholesale Trade Agents and Brokers ,5048,Ophthalmic Goods,No Change,425120,Wholesale Trade Agents and Brokers 
1344,425120,Wholesale Trade Agents and Brokers ,5049,"Professional Equipment, Nec",No Change,425120,Wholesale Trade Agents and Brokers 
1345,425120,Wholesale Trade Agents and Brokers ,5051,Metals Service Centers and Offices,No Change,425120,Wholesale Trade Agents and Brokers 
1346,425120,Wholesale Trade Agents and Brokers ,5052,Coal and Other Minerals and Ores,No Change,425120,Wholesale Trade Agents and Brokers 
1347,425120,Wholesale Trade Agents and Brokers ,5063,Electrical Apparatus and Equipment,No Change,425120,Wholesale Trade Agents and Brokers 
1348,425120,Wholesale Trade Agents and Brokers ,5064,"Electrical Appliances, Television and Radio",No Change,425120,Wholesale Trade Agents and Brokers 
1349,425120,Wholesale Trade Agents and Brokers ,5065,"Electronic Parts and Equipment, Nec",No Change,425120,Wholesale Trade Agents and Brokers 
1350,425120,Wholesale Trade Agents and Brokers ,5072,Hardware,No Change,425120,Wholesale Trade Agents and Brokers 
1351,425120,Wholesale Trade Agents and Brokers ,5074,Plumbing and Hydronic Heating Supplies,No Change,425120,Wholesale Trade Agents and Brokers 
1352,425120,Wholesale Trade Agents and Brokers ,5075,Warm Air Heating and Air Conditioning,No Change,425120,Wholesale Trade Agents and Brokers 
1353,425120,Wholesale Trade Agents and Brokers ,5078,Refrigeration Equipment and Supplies,No Change,425120,Wholesale Trade Agents and Brokers 
1354,425120,Wholesale Trade Agents and Brokers ,5082,Construction and Mining Machinery,No Change,425120,Wholesale Trade Agents and Brokers 
1355,425120,Wholesale Trade Agents and Brokers ,5083,Farm and Garden Machinery,No Change,425120,Wholesale Trade Agents and Brokers 
1356,425120,Wholesale Trade Agents and Brokers ,5084,Industrial Machinery and Equipment,No Change,425120,Wholesale Trade Agents and Brokers 
1357,425120,Wholesale Trade Agents and Brokers ,5085,Industrial Supplies,No Change,425120,Wholesale Trade Agents and Brokers 
1358,425120,Wholesale Trade Agents and Brokers ,5087,Service Establishment Equipment,No Change,425120,Wholesale Trade Agents and Brokers 
1359,425120,Wholesale Trade Agents and Brokers ,5088,Transportation Equipment and Supplies,No Change,425120,Wholesale Trade Agents and Brokers 
1360,425120,Wholesale Trade Agents and Brokers ,5091,Sporting and Recreation Goods,No Change,425120,Wholesale Trade Agents and Brokers 
1361,425120,Wholesale Trade Agents and Brokers ,5092,Toys and Hobby Goods and Supplies,No Change,425120,Wholesale Trade Agents and Brokers 
1362,425120,Wholesale Trade Agents and Brokers ,5093,Scrap and Waste Materials,No Change,425120,Wholesale Trade Agents and Brokers 
1363,425120,Wholesale Trade Agents and Brokers ,5094,Jewelry and Precious Stones,No Change,425120,Wholesale Trade Agents and Brokers 
1364,425120,Wholesale Trade Agents and Brokers ,5099,"Durable Goods, Nec",No Change,425120,Wholesale Trade Agents and Brokers 
1365,425120,Wholesale Trade Agents and Brokers ,5111,Printing and Writing Paper,No Change,425120,Wholesale Trade Agents and Brokers 
1366,425120,Wholesale Trade Agents and Brokers ,5112,Stationery and Office Supplies,No Change,425120,Wholesale Trade Agents and Brokers 
1367,425120,Wholesale Trade Agents and Brokers ,5113,Industrial and Personal Service Paper,No Change,425120,Wholesale Trade Agents and Brokers 
1368,425120,Wholesale Trade Agents and Brokers ,5122,"Drugs, Proprietaries, and Sundries",No Change,425120,Wholesale Trade Agents and Brokers 
1369,425120,Wholesale Trade Agents and Brokers ,5131,Piece Goods and Notions,No Change,425120,Wholesale Trade Agents and Brokers 
1370,425120,Wholesale Trade Agents and Brokers ,5136,Men's and Boy's Clothing,No Change,425120,Wholesale Trade Agents and Brokers 
1371,425120,Wholesale Trade Agents and Brokers ,5137,Women's and Children's Clothing,No Change,425120,Wholesale Trade Agents and Brokers 
1372,425120,Wholesale Trade Agents and Brokers ,5139,Footwear,No Change,425120,Wholesale Trade Agents and Brokers 
1373,425120,Wholesale Trade Agents and Brokers ,5141,"Groceries, General Line",No Change,425120,Wholesale Trade Agents and Brokers 
1374,425120,Wholesale Trade Agents and Brokers ,5142,Packaged Frozen Goods,No Change,425120,Wholesale Trade Agents and Brokers 
1375,425120,Wholesale Trade Agents and Brokers ,5143,"Dairy Products, Except Dried or Canned",No Change,425120,Wholesale Trade Agents and Brokers 
1376,425120,Wholesale Trade Agents and Brokers ,5144,Poultry and Poultry Products,No Change,425120,Wholesale Trade Agents and Brokers 
1377,425120,Wholesale Trade Agents and Brokers ,5145,Confectionery,No Change,425120,Wholesale Trade Agents and Brokers 
1378,425120,Wholesale Trade Agents and Brokers ,5146,Fish and Seafoods,No Change,425120,Wholesale Trade Agents and Brokers 
1379,425120,Wholesale Trade Agents and Brokers ,5147,Meats and Meat Products,No Change,425120,Wholesale Trade Agents and Brokers 
1380,425120,Wholesale Trade Agents and Brokers ,5148,Fresh Fruits and Vegetables,No Change,425120,Wholesale Trade Agents and Brokers 
1381,425120,Wholesale Trade Agents and Brokers ,5149,"Groceries and Related Products, Nec",No Change,425120,Wholesale Trade Agents and Brokers 
1382,425120,Wholesale Trade Agents and Brokers ,5153,Grain and Field Beans,No Change,425120,Wholesale Trade Agents and Brokers 
1383,425120,Wholesale Trade Agents and Brokers ,5154,Livestock,No Change,425120,Wholesale Trade Agents and Brokers 
1384,425120,Wholesale Trade Agents and Brokers ,5159,"Farm-product Raw Materials, Nec",No Change,425120,Wholesale Trade Agents and Brokers 
1385,425120,Wholesale Trade Agents and Brokers ,5162,Plastics Materials and Basic Shapes,No Change,425120,Wholesale Trade Agents and Brokers 
1386,425120,Wholesale Trade Agents and Brokers ,5169,"Chemicals and Allied Products, Nec",No Change,425120,Wholesale Trade Agents and Brokers 
1387,425120,Wholesale Trade Agents and Brokers ,5172,"Petroleum Products, Nec",No Change,425120,Wholesale Trade Agents and Brokers 
1388,425120,Wholesale Trade Agents and Brokers ,5181,Beer and Ale,No Change,425120,Wholesale Trade Agents and Brokers 
1389,425120,Wholesale Trade Agents and Brokers ,5182,Wine and Distilled Beverages,No Change,425120,Wholesale Trade Agents and Brokers 
1390,425120,Wholesale Trade Agents and Brokers ,5191,Farm Supplies,No Change,425120,Wholesale Trade Agents and Brokers 
1391,425120,Wholesale Trade Agents and Brokers ,5192,"Books, Periodicals, and Newspapers",No Change,425120,Wholesale Trade Agents and Brokers 
1392,425120,Wholesale Trade Agents and Brokers ,5193,Flowers and Florists Supplies,No Change,425120,Wholesale Trade Agents and Brokers 
1393,425120,Wholesale Trade Agents and Brokers ,5194,Tobacco and Tobacco Products,No Change,425120,Wholesale Trade Agents and Brokers 
1394,425120,Wholesale Trade Agents and Brokers ,5198,"Paints, Varnishes, and Supplies",No Change,425120,Wholesale Trade Agents and Brokers 
1395,425120,Wholesale Trade Agents and Brokers ,5199,"Nondurable Goods, Nec",No Change,425120,Wholesale Trade Agents and Brokers 
1396,425120,Wholesale Trade Agents and Brokers ,7389,"Business Services, Nec",No Change,425120,Wholesale Trade Agents and Brokers 
1397,441110,New Car Dealers ,5511,New and Used Car Dealers,No Change,441110,New Car Dealers 
1398,441120,Used Car Dealers ,5521,Used Car Dealers,No Change,441120,Used Car Dealers 
1399,441210,Recreational Vehicle Dealers ,5561,Recreational Vehicle Dealers,No Change,441210,Recreational Vehicle Dealers 
1400,441222,Boat Dealers ,5551,Boat Dealers,No Change,441222,Boat Dealers 
1401,441227,"Motorcycle, ATV, and All Other Motor Vehicle Dealers ",5571,Motorcycle Dealers,New NAICS Code,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers "
1402,441227,"Motorcycle, ATV, and All Other Motor Vehicle Dealers ",5599,"Automotive Dealers, Nec",New NAICS Code,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers "
1403,441227,"Motorcycle, ATV, and All Other Motor Vehicle Dealers ",5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1404,441330,Automotive Parts and Accessories Retailers ,5013,Motor Vehicle Supplies and New Parts,New NAICS Code,441310,Automotive Parts and Accessories Stores 
1405,441330,Automotive Parts and Accessories Retailers ,5015,"Motor Vehicle Parts, Used",New NAICS Code,441310,Automotive Parts and Accessories Stores 
1406,441330,Automotive Parts and Accessories Retailers ,5531,Auto and Home Supply Stores,New NAICS Code,441310,Automotive Parts and Accessories Stores 
1407,441330,Automotive Parts and Accessories Retailers ,5731,"Radio, Television, and Electronic Stores",New NAICS Code,441310,Automotive Parts and Accessories Stores 
1408,441330,Automotive Parts and Accessories Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1409,441330,Automotive Parts and Accessories Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1410,441340,Tire Dealers ,5014,Tires and Tubes,New NAICS Code,441320,Tire Dealers 
1411,441340,Tire Dealers ,5531,Auto and Home Supply Stores,New NAICS Code,441320,Tire Dealers 
1412,444110,Home Centers ,5031,"Lumber, Plywood, and Millwork",No Change,444110,Home Centers 
1413,444110,Home Centers ,5211,Lumber and Other Building Materials,No Change,444110,Home Centers 
1414,444120,Paint and Wallpaper Retailers ,5231,"Paint, Glass, and Wallpaper Stores","Same Code, new title",444120,Paint and Wallpaper Stores 
1415,444140,Hardware Retailers ,5072,Hardware,New NAICS Code,444130,Hardware Stores 
1416,444140,Hardware Retailers ,5251,Hardware Stores,New NAICS Code,444130,Hardware Stores 
1417,444140,Hardware Retailers ,7699,"Repair Services, Nec",New NAICS Code,444130,Hardware Stores 
1418,444140,Hardware Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1419,444140,Hardware Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1420,444180,Other Building Material Dealers ,5032,"Brick, Stone, and Related Material",New NAICS Code,444190,Other Building Material Dealers 
1421,444180,Other Building Material Dealers ,5033,"Roofing, Siding, and Insulation",New NAICS Code,444190,Other Building Material Dealers 
1422,444180,Other Building Material Dealers ,5039,"Construction Materials, Nec",New NAICS Code,444190,Other Building Material Dealers 
1423,444180,Other Building Material Dealers ,5063,Electrical Apparatus and Equipment,New NAICS Code,444190,Other Building Material Dealers 
1424,444180,Other Building Material Dealers ,5064,"Electrical Appliances, Television and Radio",New NAICS Code,444190,Other Building Material Dealers 
1425,444180,Other Building Material Dealers ,5074,Plumbing and Hydronic Heating Supplies,New NAICS Code,444190,Other Building Material Dealers 
1426,444180,Other Building Material Dealers ,5099,"Durable Goods, Nec",New NAICS Code,444190,Other Building Material Dealers 
1427,444180,Other Building Material Dealers ,5211,Lumber and Other Building Materials,New NAICS Code,444190,Other Building Material Dealers 
1428,444180,Other Building Material Dealers ,5231,"Paint, Glass, and Wallpaper Stores",New NAICS Code,444190,Other Building Material Dealers 
1429,444180,Other Building Material Dealers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1430,444180,Other Building Material Dealers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1431,444230,Outdoor Power Equipment Retailers ,5083,Farm and Garden Machinery,New NAICS Code,444210,Outdoor Power Equipment Stores 
1432,444230,Outdoor Power Equipment Retailers ,5261,Retail Nurseries and Garden Stores,New NAICS Code,444210,Outdoor Power Equipment Stores 
1433,444230,Outdoor Power Equipment Retailers ,7699,"Repair Services, Nec",New NAICS Code,444210,Outdoor Power Equipment Stores 
1434,444230,Outdoor Power Equipment Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1435,444230,Outdoor Power Equipment Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1436,444240,"Nursery, Garden Center, and Farm Supply Retailers ",5153,Grain and Field Beans,New NAICS Code,444220,"Nursery, Garden Center, and Farm Supply Stores "
1437,444240,"Nursery, Garden Center, and Farm Supply Retailers ",5159,"Farm-product Raw Materials, Nec",New NAICS Code,444220,"Nursery, Garden Center, and Farm Supply Stores "
1438,444240,"Nursery, Garden Center, and Farm Supply Retailers ",5191,Farm Supplies,New NAICS Code,444220,"Nursery, Garden Center, and Farm Supply Stores "
1439,444240,"Nursery, Garden Center, and Farm Supply Retailers ",5193,Flowers and Florists Supplies,New NAICS Code,444220,"Nursery, Garden Center, and Farm Supply Stores "
1440,444240,"Nursery, Garden Center, and Farm Supply Retailers ",5261,Retail Nurseries and Garden Stores,New NAICS Code,444220,"Nursery, Garden Center, and Farm Supply Stores "
1441,444240,"Nursery, Garden Center, and Farm Supply Retailers ",5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1442,444240,"Nursery, Garden Center, and Farm Supply Retailers ",5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1443,445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers) ,5141,"Groceries, General Line","Same Code, new title",445110,Supermarkets and Other Grocery (except Convenience) Stores 
1444,445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers) ,5411,Grocery Stores,"Same Code, new title",445110,Supermarkets and Other Grocery (except Convenience) Stores 
1445,445131,Convenience Retailers,5411,Grocery Stores,New NAICS Code,445120,Convenience Stores 
1446,445131,Convenience Retailers,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1447,445131,Convenience Retailers,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1448,445132,Vending Machine Operators ,5962,Merchandising Machine Operators,New NAICS Code,454210,Vending Machine Operators 
1449,445230,Fruit and Vegetable Retailers ,5148,Fresh Fruits and Vegetables,"Same Code, new title",445230,Fruit and Vegetable Markets 
1450,445230,Fruit and Vegetable Retailers ,5431,Fruit and Vegetable Markets,"Same Code, new title",445230,Fruit and Vegetable Markets 
1451,445240,Meat Retailers ,5144,Poultry and Poultry Products,New NAICS Code,445210,Meat Markets 
1452,445240,Meat Retailers ,5147,Meats and Meat Products,New NAICS Code,445210,Meat Markets 
1453,445240,Meat Retailers ,5421,Meat and Fish Markets,New NAICS Code,445210,Meat Markets 
1454,445240,Meat Retailers ,5499,Miscellaneous Food Stores,New NAICS Code,445210,Meat Markets 
1455,445240,Meat Retailers ,5421,Meat and Fish Markets,New NAICS Code,454390,Other Direct Selling Establishments 
1456,445240,Meat Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1457,445240,Meat Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1458,445250,Fish and Seafood Retailers ,5146,Fish and Seafoods,New NAICS Code,445220,Fish and Seafood Markets 
1459,445250,Fish and Seafood Retailers ,5421,Meat and Fish Markets,New NAICS Code,445220,Fish and Seafood Markets 
1460,445250,Fish and Seafood Retailers ,5421,Meat and Fish Markets,New NAICS Code,454390,Other Direct Selling Establishments 
1461,445250,Fish and Seafood Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1462,445250,Fish and Seafood Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1463,445291,Baked Goods Retailers ,5461,Retail Bakeries,"Same Code, new title",445291,Baked Goods Stores 
1464,445292,Confectionery and Nut Retailers ,5145,Confectionery,"Same Code, new title",445292,Confectionery and Nut Stores 
1465,445292,Confectionery and Nut Retailers ,5441,"Candy, Nut, and Confectionery Stores","Same Code, new title",445292,Confectionery and Nut Stores 
1466,445298,All Other Specialty Food Retailers ,5143,"Dairy Products, Except Dried or Canned",New NAICS Code,445299,All Other Specialty Food Stores 
1467,445298,All Other Specialty Food Retailers ,5149,"Groceries and Related Products, Nec",New NAICS Code,445299,All Other Specialty Food Stores 
1468,445298,All Other Specialty Food Retailers ,5451,Dairy Products Stores,New NAICS Code,445299,All Other Specialty Food Stores 
1469,445298,All Other Specialty Food Retailers ,5499,Miscellaneous Food Stores,New NAICS Code,445299,All Other Specialty Food Stores 
1470,445298,All Other Specialty Food Retailers ,5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1471,445298,All Other Specialty Food Retailers ,5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
1472,445320,"Beer, Wine, and Liquor Retailers ",5181,Beer and Ale,New NAICS Code,445310,"Beer, Wine, and Liquor Stores "
1473,445320,"Beer, Wine, and Liquor Retailers ",5182,Wine and Distilled Beverages,New NAICS Code,445310,"Beer, Wine, and Liquor Stores "
1474,445320,"Beer, Wine, and Liquor Retailers ",5921,Liquor Stores,New NAICS Code,445310,"Beer, Wine, and Liquor Stores "
1475,445320,"Beer, Wine, and Liquor Retailers ",5961,Catalog and Mail-order Houses,New NAICS Code,454110,Electronic Shopping and Mail-Order Houses
1476,445320,"Beer, Wine, and Liquor Retailers ",5963,Direct Selling Establishments,New NAICS Code,454390,Other Direct Selling Establishments 
